名称,カテゴリー,アドレス,アクセス,築年数,地上構造,地下構造,物件階数,間取り,面積,家賃,管理費,敷金,礼金,URL
都営浅草線 本所吾妻橋駅 3階建 築45年,0,墨田区東駒形２,都営浅草線/本所吾妻橋駅 歩7分,45,3,0,2階,22K,26.5m2,7.5万円,-,7.5万円,7.5万円,https://suumo.jp/chintai/jnc_000050172106/?bc=100263676655
都営浅草線 本所吾妻橋駅 3階建 築45年,0,墨田区東駒形２,東京メトロ銀座線/浅草駅 歩9分,45,3,0,2階,22K,26.5m2,7.5万円,-,7.5万円,7.5万円,https://suumo.jp/chintai/jnc_000050172106/?bc=100263676655
都営浅草線 本所吾妻橋駅 3階建 築45年,0,墨田区東駒形２,東京メトロ銀座線/田原町駅 歩13分,45,3,0,2階,22K,26.5m2,7.5万円,-,7.5万円,7.5万円,https://suumo.jp/chintai/jnc_000050172106/?bc=100263676655
ドゥーエ南千住,0,荒川区南千住６,東京メトロ日比谷線/南千住駅 歩9分,3,7,0,2階,1K,25.29m2,8.5万円,10000円,8.5万円,-,https://suumo.jp/chintai/jnc_000073117645/?bc=100269220272
ドゥーエ南千住,0,荒川区南千住６,東京メトロ日比谷線/南千住駅 歩9分,3,7,0,2階,1SK,25.29m2,9万円,10000円,9万円,9万円,https://suumo.jp/chintai/jnc_000071788725/?bc=100276388520
ドゥーエ南千住,0,荒川区南千住６,東京メトロ日比谷線/南千住駅 歩9分,3,7,0,3階,1DK,25.29m2,9.3万円,10000円,9.3万円,9.3万円,https://suumo.jp/chintai/jnc_000073284830/?bc=100277311933
ドゥーエ南千住,0,荒川区南千住６,東京メトロ日比谷線/南千住駅 歩9分,3,7,0,2階,3LDK,51.02m2,17.8万円,15000円,17.8万円,35.6万円,https://suumo.jp/chintai/jnc_000073278288/?bc=100277257784
ドゥーエ南千住,0,荒川区南千住６,東京メトロ日比谷線/南千住駅 歩9分,3,7,0,7階,2LDK,50.84m2,18万円,15000円,18万円,18万円,https://suumo.jp/chintai/jnc_000071005512/?bc=100266632723
ドゥーエ南千住,0,荒川区南千住６,東京メトロ日比谷線/南千住駅 歩9分,3,7,0,3階,2SLDK,52.9m2,18.4万円,15000円,18.4万円,18.4万円,https://suumo.jp/chintai/jnc_000063411237/?bc=100277311940
ドゥーエ南千住,0,荒川区南千住６,ＪＲ常磐線/南千住駅 歩9分,3,7,0,2階,1K,25.29m2,8.5万円,10000円,8.5万円,-,https://suumo.jp/chintai/jnc_000073117645/?bc=100269220272
ドゥーエ南千住,0,荒川区南千住６,ＪＲ常磐線/南千住駅 歩9分,3,7,0,2階,1SK,25.29m2,9万円,10000円,9万円,9万円,https://suumo.jp/chintai/jnc_000071788725/?bc=100276388520
ドゥーエ南千住,0,荒川区南千住６,ＪＲ常磐線/南千住駅 歩9分,3,7,0,3階,1DK,25.29m2,9.3万円,10000円,9.3万円,9.3万円,https://suumo.jp/chintai/jnc_000073284830/?bc=100277311933
ドゥーエ南千住,0,荒川区南千住６,ＪＲ常磐線/南千住駅 歩9分,3,7,0,2階,3LDK,51.02m2,17.8万円,15000円,17.8万円,35.6万円,https://suumo.jp/chintai/jnc_000073278288/?bc=100277257784
ドゥーエ南千住,0,荒川区南千住６,ＪＲ常磐線/南千住駅 歩9分,3,7,0,7階,2LDK,50.84m2,18万円,15000円,18万円,18万円,https://suumo.jp/chintai/jnc_000071005512/?bc=100266632723
ドゥーエ南千住,0,荒川区南千住６,ＪＲ常磐線/南千住駅 歩9分,3,7,0,3階,2SLDK,52.9m2,18.4万円,15000円,18.4万円,18.4万円,https://suumo.jp/chintai/jnc_000063411237/?bc=100277311940
ドゥーエ南千住,0,荒川区南千住６,京成本線/千住大橋駅 歩10分,3,7,0,2階,1K,25.29m2,8.5万円,10000円,8.5万円,-,https://suumo.jp/chintai/jnc_000073117645/?bc=100269220272
ドゥーエ南千住,0,荒川区南千住６,京成本線/千住大橋駅 歩10分,3,7,0,2階,1SK,25.29m2,9万円,10000円,9万円,9万円,https://suumo.jp/chintai/jnc_000071788725/?bc=100276388520
ドゥーエ南千住,0,荒川区南千住６,京成本線/千住大橋駅 歩10分,3,7,0,3階,1DK,25.29m2,9.3万円,10000円,9.3万円,9.3万円,https://suumo.jp/chintai/jnc_000073284830/?bc=100277311933
ドゥーエ南千住,0,荒川区南千住６,京成本線/千住大橋駅 歩10分,3,7,0,2階,3LDK,51.02m2,17.8万円,15000円,17.8万円,35.6万円,https://suumo.jp/chintai/jnc_000073278288/?bc=100277257784
ドゥーエ南千住,0,荒川区南千住６,京成本線/千住大橋駅 歩10分,3,7,0,7階,2LDK,50.84m2,18万円,15000円,18万円,18万円,https://suumo.jp/chintai/jnc_000071005512/?bc=100266632723
ドゥーエ南千住,0,荒川区南千住６,京成本線/千住大橋駅 歩10分,3,7,0,3階,2SLDK,52.9m2,18.4万円,15000円,18.4万円,18.4万円,https://suumo.jp/chintai/jnc_000063411237/?bc=100277311940
エーエス日暮里,0,荒川区東日暮里５,ＪＲ山手線/日暮里駅 歩6分,10,8,0,6階,2LDK,55.25m2,17.5万円,8000円,17.5万円,17.5万円,https://suumo.jp/chintai/jnc_000071397361/?bc=100277211059
エーエス日暮里,0,荒川区東日暮里５,ＪＲ常磐線/三河島駅 歩12分,10,8,0,6階,2LDK,55.25m2,17.5万円,8000円,17.5万円,17.5万円,https://suumo.jp/chintai/jnc_000071397361/?bc=100277211059
エーエス日暮里,0,荒川区東日暮里５,東京メトロ日比谷線/入谷駅 歩17分,10,8,0,6階,2LDK,55.25m2,17.5万円,8000円,17.5万円,17.5万円,https://suumo.jp/chintai/jnc_000071397361/?bc=100277211059
ＪＲ山手線 日暮里駅 8階建 築10年,0,荒川区東日暮里５,ＪＲ山手線/日暮里駅 歩6分,10,8,0,6階,2LDK,55.25m2,17.5万円,8000円,17.5万円,17.5万円,https://suumo.jp/chintai/jnc_000071402904/?bc=100277252567
ＪＲ山手線 日暮里駅 8階建 築10年,0,荒川区東日暮里５,ＪＲ常磐線/三河島駅 歩12分,10,8,0,6階,2LDK,55.25m2,17.5万円,8000円,17.5万円,17.5万円,https://suumo.jp/chintai/jnc_000071402904/?bc=100277252567
ＪＲ山手線 日暮里駅 8階建 築10年,0,荒川区東日暮里５,ＪＲ山手線/鶯谷駅 歩15分,10,8,0,6階,2LDK,55.25m2,17.5万円,8000円,17.5万円,17.5万円,https://suumo.jp/chintai/jnc_000071402904/?bc=100277252567
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩7分,18,18,0,7階,ワンルーム,27.43m2,7.9万円,8000円,7.9万円,7.9万円,https://suumo.jp/chintai/jnc_000073086940/?bc=100276148636
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩7分,18,18,0,9階,ワンルーム,27.43m2,8万円,8000円,8万円,8万円,https://suumo.jp/chintai/jnc_000059856243/?bc=100276146259
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩7分,18,18,0,13階,ワンルーム,27.43m2,8.2万円,8000円,8.2万円,8.2万円,https://suumo.jp/chintai/jnc_000072879172/?bc=100274901568
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩7分,18,18,0,14階,ワンルーム,27.43m2,8.2万円,8000円,8.2万円,8.2万円,https://suumo.jp/chintai/jnc_000073221910/?bc=100276936879
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩7分,18,18,0,16階,ワンルーム,27.43m2,8.3万円,8000円,8.3万円,8.3万円,https://suumo.jp/chintai/jnc_000073221911/?bc=100276883035
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩7分,18,18,0,7階,2LDK,60.2m2,14.6万円,12000円,14.6万円,29.2万円,https://suumo.jp/chintai/jnc_000072871078/?bc=100276607938
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩7分,18,18,0,10階,2LDK,60.2m2,15万円,12000円,15万円,30万円,https://suumo.jp/chintai/jnc_000066454532/?bc=100274155089
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩7分,18,18,0,17階,2LDK,60.47m2,15.7万円,12000円,15.7万円,31.4万円,https://suumo.jp/chintai/jnc_000072871077/?bc=100277008119
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,ＪＲ常磐線/三河島駅 歩14分,18,18,0,7階,ワンルーム,27.43m2,7.9万円,8000円,7.9万円,7.9万円,https://suumo.jp/chintai/jnc_000073086940/?bc=100276148636
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,ＪＲ常磐線/三河島駅 歩14分,18,18,0,9階,ワンルーム,27.43m2,8万円,8000円,8万円,8万円,https://suumo.jp/chintai/jnc_000059856243/?bc=100276146259
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,ＪＲ常磐線/三河島駅 歩14分,18,18,0,13階,ワンルーム,27.43m2,8.2万円,8000円,8.2万円,8.2万円,https://suumo.jp/chintai/jnc_000072879172/?bc=100274901568
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,ＪＲ常磐線/三河島駅 歩14分,18,18,0,14階,ワンルーム,27.43m2,8.2万円,8000円,8.2万円,8.2万円,https://suumo.jp/chintai/jnc_000073221910/?bc=100276936879
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,ＪＲ常磐線/三河島駅 歩14分,18,18,0,16階,ワンルーム,27.43m2,8.3万円,8000円,8.3万円,8.3万円,https://suumo.jp/chintai/jnc_000073221911/?bc=100276883035
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,ＪＲ常磐線/三河島駅 歩14分,18,18,0,7階,2LDK,60.2m2,14.6万円,12000円,14.6万円,29.2万円,https://suumo.jp/chintai/jnc_000072871078/?bc=100276607938
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,ＪＲ常磐線/三河島駅 歩14分,18,18,0,10階,2LDK,60.2m2,15万円,12000円,15万円,30万円,https://suumo.jp/chintai/jnc_000066454532/?bc=100274155089
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,ＪＲ常磐線/三河島駅 歩14分,18,18,0,17階,2LDK,60.47m2,15.7万円,12000円,15.7万円,31.4万円,https://suumo.jp/chintai/jnc_000072871077/?bc=100277008119
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,都電荒川線/荒川一中前駅 歩4分,18,18,0,7階,ワンルーム,27.43m2,7.9万円,8000円,7.9万円,7.9万円,https://suumo.jp/chintai/jnc_000073086940/?bc=100276148636
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,都電荒川線/荒川一中前駅 歩4分,18,18,0,9階,ワンルーム,27.43m2,8万円,8000円,8万円,8万円,https://suumo.jp/chintai/jnc_000059856243/?bc=100276146259
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,都電荒川線/荒川一中前駅 歩4分,18,18,0,13階,ワンルーム,27.43m2,8.2万円,8000円,8.2万円,8.2万円,https://suumo.jp/chintai/jnc_000072879172/?bc=100274901568
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,都電荒川線/荒川一中前駅 歩4分,18,18,0,14階,ワンルーム,27.43m2,8.2万円,8000円,8.2万円,8.2万円,https://suumo.jp/chintai/jnc_000073221910/?bc=100276936879
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,都電荒川線/荒川一中前駅 歩4分,18,18,0,16階,ワンルーム,27.43m2,8.3万円,8000円,8.3万円,8.3万円,https://suumo.jp/chintai/jnc_000073221911/?bc=100276883035
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,都電荒川線/荒川一中前駅 歩4分,18,18,0,7階,2LDK,60.2m2,14.6万円,12000円,14.6万円,29.2万円,https://suumo.jp/chintai/jnc_000072871078/?bc=100276607938
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,都電荒川線/荒川一中前駅 歩4分,18,18,0,10階,2LDK,60.2m2,15万円,12000円,15万円,30万円,https://suumo.jp/chintai/jnc_000066454532/?bc=100274155089
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,0,荒川区荒川１,都電荒川線/荒川一中前駅 歩4分,18,18,0,17階,2LDK,60.47m2,15.7万円,12000円,15.7万円,31.4万円,https://suumo.jp/chintai/jnc_000072871077/?bc=100277008119
小宮ビル,0,荒川区西日暮里６,ＪＲ山手線/西日暮里駅 歩6分,27,8,0,7階,2LDK,51.53m2,12.3万円,8000円,6万円,6万円,https://suumo.jp/chintai/jnc_000038913722/?bc=100277190773
小宮ビル,0,荒川区西日暮里６,ＪＲ山手線/西日暮里駅 歩6分,27,8,0,7階,2LDK,51.53m2,12.5万円,8000円,6万円,6万円,https://suumo.jp/chintai/jnc_000073265912/?bc=100277181215
小宮ビル,0,荒川区西日暮里６,日暮里・舎人ライナー/赤土小学校前駅 歩10分,27,8,0,7階,2LDK,51.53m2,12.3万円,8000円,6万円,6万円,https://suumo.jp/chintai/jnc_000038913722/?bc=100277190773
小宮ビル,0,荒川区西日暮里６,日暮里・舎人ライナー/赤土小学校前駅 歩10分,27,8,0,7階,2LDK,51.53m2,12.5万円,8000円,6万円,6万円,https://suumo.jp/chintai/jnc_000073265912/?bc=100277181215
小宮ビル,0,荒川区西日暮里６,日暮里・舎人ライナー/西日暮里駅 歩3分,27,8,0,7階,2LDK,51.53m2,12.3万円,8000円,6万円,6万円,https://suumo.jp/chintai/jnc_000038913722/?bc=100277190773
小宮ビル,0,荒川区西日暮里６,日暮里・舎人ライナー/西日暮里駅 歩3分,27,8,0,7階,2LDK,51.53m2,12.5万円,8000円,6万円,6万円,https://suumo.jp/chintai/jnc_000073265912/?bc=100277181215
La riviere,0,荒川区南千住７,東京メトロ日比谷線/南千住駅 歩8分,3,3,0,1階,1LDK,43.01m2,11.2万円,3000円,11.2万円,11.2万円,https://suumo.jp/chintai/jnc_000073278289/?bc=100277224598
La riviere,0,荒川区南千住７,京成本線/千住大橋駅 歩9分,3,3,0,1階,1LDK,43.01m2,11.2万円,3000円,11.2万円,11.2万円,https://suumo.jp/chintai/jnc_000073278289/?bc=100277224598
La riviere,0,荒川区南千住７,都電荒川線/三ノ輪橋駅 歩15分,3,3,0,1階,1LDK,43.01m2,11.2万円,3000円,11.2万円,11.2万円,https://suumo.jp/chintai/jnc_000073278289/?bc=100277224598
グラントレゾール西日暮里,0,荒川区西日暮里１,ＪＲ山手線/西日暮里駅 歩7分,11,11,0,10階,1LDK,40.28m2,13.9万円,15000円,-,13.9万円,https://suumo.jp/chintai/jnc_000070500972/?bc=100262584972
グラントレゾール西日暮里,0,荒川区西日暮里１,京成本線/新三河島駅 歩4分,11,11,0,10階,1LDK,40.28m2,13.9万円,15000円,-,13.9万円,https://suumo.jp/chintai/jnc_000070500972/?bc=100262584972
グラントレゾール西日暮里,0,荒川区西日暮里１,ＪＲ常磐線/三河島駅 歩7分,11,11,0,10階,1LDK,40.28m2,13.9万円,15000円,-,13.9万円,https://suumo.jp/chintai/jnc_000070500972/?bc=100262584972
レジディア南千住,0,荒川区南千住３,東京メトロ日比谷線/南千住駅 歩9分,16,11,0,8階,2K,37.1m2,10.9万円,5000円,10.9万円,-,https://suumo.jp/chintai/jnc_000070409647/?bc=100266762596
レジディア南千住,0,荒川区南千住３,東京メトロ日比谷線/南千住駅 歩9分,16,11,0,8階,2LDK,55.08m2,16.7万円,10000円,16.7万円,16.7万円,https://suumo.jp/chintai/jnc_000073200490/?bc=100277174881
レジディア南千住,0,荒川区南千住３,東京メトロ日比谷線/南千住駅 歩9分,16,11,0,7階,2LDK,55.08m2,17.3万円,10000円,17.3万円,17.3万円,https://suumo.jp/chintai/jnc_000072772552/?bc=100274638839
レジディア南千住,0,荒川区南千住３,つくばエクスプレス/南千住駅 歩9分,16,11,0,8階,2K,37.1m2,10.9万円,5000円,10.9万円,-,https://suumo.jp/chintai/jnc_000070409647/?bc=100266762596
レジディア南千住,0,荒川区南千住３,つくばエクスプレス/南千住駅 歩9分,16,11,0,8階,2LDK,55.08m2,16.7万円,10000円,16.7万円,16.7万円,https://suumo.jp/chintai/jnc_000073200490/?bc=100277174881
レジディア南千住,0,荒川区南千住３,つくばエクスプレス/南千住駅 歩9分,16,11,0,7階,2LDK,55.08m2,17.3万円,10000円,17.3万円,17.3万円,https://suumo.jp/chintai/jnc_000072772552/?bc=100274638839
レジディア南千住,0,荒川区南千住３,ＪＲ常磐線/南千住駅 歩9分,16,11,0,8階,2K,37.1m2,10.9万円,5000円,10.9万円,-,https://suumo.jp/chintai/jnc_000070409647/?bc=100266762596
レジディア南千住,0,荒川区南千住３,ＪＲ常磐線/南千住駅 歩9分,16,11,0,8階,2LDK,55.08m2,16.7万円,10000円,16.7万円,16.7万円,https://suumo.jp/chintai/jnc_000073200490/?bc=100277174881
レジディア南千住,0,荒川区南千住３,ＪＲ常磐線/南千住駅 歩9分,16,11,0,7階,2LDK,55.08m2,17.3万円,10000円,17.3万円,17.3万円,https://suumo.jp/chintai/jnc_000072772552/?bc=100274638839
ニューシティアパートメンツ三ノ輪,0,荒川区東日暮里２,東京メトロ日比谷線/三ノ輪駅 歩7分,17,8,0,6階,1LDK,41.55m2,13.6万円,7000円,-,13.6万円,https://suumo.jp/chintai/jnc_000072815904/?bc=100274520854
ニューシティアパートメンツ三ノ輪,0,荒川区東日暮里２,東京メトロ日比谷線/三ノ輪駅 歩7分,17,8,0,4階,1LDK,38.24m2,13.6万円,7000円,-,13.6万円,https://suumo.jp/chintai/jnc_000069187713/?bc=100270282564
ニューシティアパートメンツ三ノ輪,0,荒川区東日暮里２,東京メトロ日比谷線/三ノ輪駅 歩7分,17,8,0,4階,1LDK,41.55m2,13.5万円,10000円,-,13.5万円,https://suumo.jp/chintai/jnc_000072815903/?bc=100276255811
ニューシティアパートメンツ三ノ輪,0,荒川区東日暮里２,東京メトロ日比谷線/三ノ輪駅 歩7分,17,8,0,6階,1LDK,41.55m2,13.6万円,10000円,-,13.6万円,https://suumo.jp/chintai/jnc_000072815905/?bc=100276851585
ニューシティアパートメンツ三ノ輪,0,荒川区東日暮里２,ＪＲ常磐線/三河島駅 歩10分,17,8,0,6階,1LDK,41.55m2,13.6万円,7000円,-,13.6万円,https://suumo.jp/chintai/jnc_000072815904/?bc=100274520854
ニューシティアパートメンツ三ノ輪,0,荒川区東日暮里２,ＪＲ常磐線/三河島駅 歩10分,17,8,0,4階,1LDK,38.24m2,13.6万円,7000円,-,13.6万円,https://suumo.jp/chintai/jnc_000069187713/?bc=100270282564
ニューシティアパートメンツ三ノ輪,0,荒川区東日暮里２,ＪＲ常磐線/三河島駅 歩10分,17,8,0,4階,1LDK,41.55m2,13.5万円,10000円,-,13.5万円,https://suumo.jp/chintai/jnc_000072815903/?bc=100276255811
ニューシティアパートメンツ三ノ輪,0,荒川区東日暮里２,ＪＲ常磐線/三河島駅 歩10分,17,8,0,6階,1LDK,41.55m2,13.6万円,10000円,-,13.6万円,https://suumo.jp/chintai/jnc_000072815905/?bc=100276851585
ニューシティアパートメンツ三ノ輪,0,荒川区東日暮里２,ＪＲ山手線/上野駅 歩26分,17,8,0,6階,1LDK,41.55m2,13.6万円,7000円,-,13.6万円,https://suumo.jp/chintai/jnc_000072815904/?bc=100274520854
ニューシティアパートメンツ三ノ輪,0,荒川区東日暮里２,ＪＲ山手線/上野駅 歩26分,17,8,0,4階,1LDK,38.24m2,13.6万円,7000円,-,13.6万円,https://suumo.jp/chintai/jnc_000069187713/?bc=100270282564
ニューシティアパートメンツ三ノ輪,0,荒川区東日暮里２,ＪＲ山手線/上野駅 歩26分,17,8,0,4階,1LDK,41.55m2,13.5万円,10000円,-,13.5万円,https://suumo.jp/chintai/jnc_000072815903/?bc=100276255811
ニューシティアパートメンツ三ノ輪,0,荒川区東日暮里２,ＪＲ山手線/上野駅 歩26分,17,8,0,6階,1LDK,41.55m2,13.6万円,10000円,-,13.6万円,https://suumo.jp/chintai/jnc_000072815905/?bc=100276851585
東京メトロ日比谷線 三ノ輪駅 8階建 築17年,0,荒川区東日暮里２,東京メトロ日比谷線/三ノ輪駅 歩8分,17,8,0,6階,1LDK,41.55m2,13.6万円,7000円,-,13.6万円,https://suumo.jp/chintai/jnc_000073172896/?bc=100276602479
東京メトロ日比谷線 三ノ輪駅 8階建 築17年,0,荒川区東日暮里２,東京メトロ日比谷線/三ノ輪駅 歩8分,17,8,0,4階,1LDK,38.24m2,13.6万円,7000円,-,13.6万円,https://suumo.jp/chintai/jnc_000069221107/?bc=100256915504
東京メトロ日比谷線 三ノ輪駅 8階建 築17年,0,荒川区東日暮里２,東京メトロ日比谷線/三ノ輪駅 歩8分,17,8,0,4階,1LDK,41.55m2,13.5万円,10000円,-,13.5万円,https://suumo.jp/chintai/jnc_000073063309/?bc=100277124434
東京メトロ日比谷線 三ノ輪駅 8階建 築17年,0,荒川区東日暮里２,東京メトロ日比谷線/三ノ輪駅 歩8分,17,8,0,6階,1LDK,41.55m2,13.6万円,10000円,-,13.6万円,https://suumo.jp/chintai/jnc_000072815906/?bc=100276851515
東京メトロ日比谷線 三ノ輪駅 8階建 築17年,0,荒川区東日暮里２,都電荒川線/荒川一中前駅 歩8分,17,8,0,6階,1LDK,41.55m2,13.6万円,7000円,-,13.6万円,https://suumo.jp/chintai/jnc_000073172896/?bc=100276602479
東京メトロ日比谷線 三ノ輪駅 8階建 築17年,0,荒川区東日暮里２,都電荒川線/荒川一中前駅 歩8分,17,8,0,4階,1LDK,38.24m2,13.6万円,7000円,-,13.6万円,https://suumo.jp/chintai/jnc_000069221107/?bc=100256915504
東京メトロ日比谷線 三ノ輪駅 8階建 築17年,0,荒川区東日暮里２,都電荒川線/荒川一中前駅 歩8分,17,8,0,4階,1LDK,41.55m2,13.5万円,10000円,-,13.5万円,https://suumo.jp/chintai/jnc_000073063309/?bc=100277124434
東京メトロ日比谷線 三ノ輪駅 8階建 築17年,0,荒川区東日暮里２,都電荒川線/荒川一中前駅 歩8分,17,8,0,6階,1LDK,41.55m2,13.6万円,10000円,-,13.6万円,https://suumo.jp/chintai/jnc_000072815906/?bc=100276851515
東京メトロ日比谷線 三ノ輪駅 8階建 築17年,0,荒川区東日暮里２,都電荒川線/三ノ輪橋駅 歩6分,17,8,0,6階,1LDK,41.55m2,13.6万円,7000円,-,13.6万円,https://suumo.jp/chintai/jnc_000073172896/?bc=100276602479
東京メトロ日比谷線 三ノ輪駅 8階建 築17年,0,荒川区東日暮里２,都電荒川線/三ノ輪橋駅 歩6分,17,8,0,4階,1LDK,38.24m2,13.6万円,7000円,-,13.6万円,https://suumo.jp/chintai/jnc_000069221107/?bc=100256915504
東京メトロ日比谷線 三ノ輪駅 8階建 築17年,0,荒川区東日暮里２,都電荒川線/三ノ輪橋駅 歩6分,17,8,0,4階,1LDK,41.55m2,13.5万円,10000円,-,13.5万円,https://suumo.jp/chintai/jnc_000073063309/?bc=100277124434
東京メトロ日比谷線 三ノ輪駅 8階建 築17年,0,荒川区東日暮里２,都電荒川線/三ノ輪橋駅 歩6分,17,8,0,6階,1LDK,41.55m2,13.6万円,10000円,-,13.6万円,https://suumo.jp/chintai/jnc_000072815906/?bc=100276851515
プライムアーバン町屋サウスコート,0,荒川区荒川３,ＪＲ常磐線/三河島駅 歩5分,22,12,1,6階,1LDK,42.19m2,11.5万円,10000円,11.5万円,11.5万円,https://suumo.jp/chintai/jnc_000073214908/?bc=100275409314
プライムアーバン町屋サウスコート,0,荒川区荒川３,ＪＲ常磐線/三河島駅 歩5分,22,12,1,6階,1LDK,42.19m2,11.8万円,10000円,11.8万円,11.8万円,https://suumo.jp/chintai/jnc_000073126775/?bc=100276779297
プライムアーバン町屋サウスコート,0,荒川区荒川３,ＪＲ常磐線/三河島駅 歩5分,22,12,1,6階,1LDK,42.19m2,11.8万円,10000円,11.8万円,11.8万円,https://suumo.jp/chintai/jnc_000072537938/?bc=100273934093
プライムアーバン町屋サウスコート,0,荒川区荒川３,ＪＲ常磐線/三河島駅 歩5分,22,12,1,9階,1LDK,39.58m2,12.5万円,10000円,12.5万円,12.5万円,https://suumo.jp/chintai/jnc_000073221912/?bc=100272758812
プライムアーバン町屋サウスコート,0,荒川区荒川３,ＪＲ常磐線/三河島駅 歩5分,22,12,1,9階,1LDK,39.58m2,12.8万円,10000円,12.8万円,12.8万円,https://suumo.jp/chintai/jnc_000072537939/?bc=100276578210
プライムアーバン町屋サウスコート,0,荒川区荒川３,ＪＲ常磐線/三河島駅 歩5分,22,12,1,9階,2LDK,59.68m2,16万円,10000円,16万円,16万円,https://suumo.jp/chintai/jnc_000073042948/?bc=100277247658
プライムアーバン町屋サウスコート,0,荒川区荒川３,京成本線/新三河島駅 歩6分,22,12,1,6階,1LDK,42.19m2,11.5万円,10000円,11.5万円,11.5万円,https://suumo.jp/chintai/jnc_000073214908/?bc=100275409314
プライムアーバン町屋サウスコート,0,荒川区荒川３,京成本線/新三河島駅 歩6分,22,12,1,6階,1LDK,42.19m2,11.8万円,10000円,11.8万円,11.8万円,https://suumo.jp/chintai/jnc_000073126775/?bc=100276779297
プライムアーバン町屋サウスコート,0,荒川区荒川３,京成本線/新三河島駅 歩6分,22,12,1,6階,1LDK,42.19m2,11.8万円,10000円,11.8万円,11.8万円,https://suumo.jp/chintai/jnc_000072537938/?bc=100273934093
プライムアーバン町屋サウスコート,0,荒川区荒川３,京成本線/新三河島駅 歩6分,22,12,1,9階,1LDK,39.58m2,12.5万円,10000円,12.5万円,12.5万円,https://suumo.jp/chintai/jnc_000073221912/?bc=100272758812
プライムアーバン町屋サウスコート,0,荒川区荒川３,京成本線/新三河島駅 歩6分,22,12,1,9階,1LDK,39.58m2,12.8万円,10000円,12.8万円,12.8万円,https://suumo.jp/chintai/jnc_000072537939/?bc=100276578210
プライムアーバン町屋サウスコート,0,荒川区荒川３,京成本線/新三河島駅 歩6分,22,12,1,9階,2LDK,59.68m2,16万円,10000円,16万円,16万円,https://suumo.jp/chintai/jnc_000073042948/?bc=100277247658
プライムアーバン町屋サウスコート,0,荒川区荒川３,都電荒川線/荒川二丁目駅 歩10分,22,12,1,6階,1LDK,42.19m2,11.5万円,10000円,11.5万円,11.5万円,https://suumo.jp/chintai/jnc_000073214908/?bc=100275409314
プライムアーバン町屋サウスコート,0,荒川区荒川３,都電荒川線/荒川二丁目駅 歩10分,22,12,1,6階,1LDK,42.19m2,11.8万円,10000円,11.8万円,11.8万円,https://suumo.jp/chintai/jnc_000073126775/?bc=100276779297
プライムアーバン町屋サウスコート,0,荒川区荒川３,都電荒川線/荒川二丁目駅 歩10分,22,12,1,6階,1LDK,42.19m2,11.8万円,10000円,11.8万円,11.8万円,https://suumo.jp/chintai/jnc_000072537938/?bc=100273934093
プライムアーバン町屋サウスコート,0,荒川区荒川３,都電荒川線/荒川二丁目駅 歩10分,22,12,1,9階,1LDK,39.58m2,12.5万円,10000円,12.5万円,12.5万円,https://suumo.jp/chintai/jnc_000073221912/?bc=100272758812
プライムアーバン町屋サウスコート,0,荒川区荒川３,都電荒川線/荒川二丁目駅 歩10分,22,12,1,9階,1LDK,39.58m2,12.8万円,10000円,12.8万円,12.8万円,https://suumo.jp/chintai/jnc_000072537939/?bc=100276578210
